"Node","X","Y","Z","Displacement in X","Displacement in Y","Displacement in Z","Displacement Magnitude"
217,15,180,262.5,-3.83091765448567E-05,4.25449254458133E-07,-8.18010090394597E-06,3.9175094963661E-05
218,105,174,2.5,-2.24032680524565E-05,-1.47733716481177E-07,9.30681601953573E-06,2.42599478380043E-05
219,110,168,0,-2.07977222350959E-05,1.21485275150337E-06,9.25060240819702E-06,2.27946213456284E-05
220,110,180,5,-2.40147411514027E-05,8.54977765482121E-07,1.01394098133104E-05,2.60815339063982E-05
221,115,174,2.5,-2.24081462996186E-05,2.16235778894231E-06,1.01936954193681E-05,2.47125927028176E-05
222,110,174,2.5,-2.24046570320034E-05,1.01825919526939E-06,9.72915722497842E-06,2.44471268008901E-05
223,105,80,195,-2.67268533450254E-05,6.12437018574921E-07,4.4883855072257E-06,2.71080315273848E-05
224,110,80,135,-1.96149901198541E-05,7.06562652422122E-07,5.17473148780637E-06,2.02983968370576E-05
225,110,80,255,-3.27119869270229E-05,6.67179345542248E-07,5.04556030316233E-06,3.31055417681947E-05
226,115,80,195,-2.66952551779741E-05,3.57988002651478E-06,5.61047772747196E-06,2.75123545039652E-05
227,110,80,195,-2.67062002730585E-05,2.03211324698993E-06,5.04479359355507E-06,2.72543677173931E-05
228,105,180,12.5,-2.47756006835213E-05,-8.2600054879423E-07,9.65965428739198E-06,2.66049165961451E-05
229,110,180,20,-2.5510609377158E-05,1.06638481436602E-07,1.01402743525812E-05,2.74522808980471E-05
230,115,180,12.5,-2.47806882692514E-05,1.76611177283113E-06,1.06258291122419E-05,2.70205460014137E-05
231,110,180,12.5,-2.47808946933227E-05,5.10918427840024E-07,1.01427983102372E-05,2.67811526451646E-05
232,105,180,262.5,-6.53448456565006E-05,-1.25569104658649E-06,8.68661007641251E-06,6.59316525539592E-05
233,110,180,255,-6.46088986245825E-05,5.77040789192424E-07,9.13050488090444E-06,6.52534204232559E-05
234,110,180,270,-6.59690738658873E-05,3.4217542070548E-08,9.13267709768363E-06,6.65982407315211E-05
235,115,180,262.5,-6.53452759612906E-05,1.91033902694677E-06,9.57569393889182E-06,6.60707832560385E-05
236,110,180,262.5,-6.53315062926106E-05,2.58909304760296E-07,9.1303108320301E-06,6.59669259885512E-05
237,10,171.5,247.5,-3.62799440223412E-05,-2.87340764017618E-07,-8.4224996845E-06,3.72458776767884E-05
238,20,171.5,247.5,-3.62784684245618E-05,2.00330502411684E-07,-7.34295816955251E-06,3.70146786859203E-05
239,15,163,240,-3.50502716085353E-05,-4.87781623311166E-07,-7.36649224988074E-06,3.58193338688994E-05
240,15,171.5,247.5,-3.62791954047023E-05,-4.65504601500926E-08,-7.8799397144547E-06,3.71251348288643E-05
241,20,80,262.5,-3.32436482643526E-05,7.24671951401539E-07,-4.58571062338705E-06,3.35662634393909E-05
242,62.5,80,255,-3.21915916780824E-05,-2.73623695122578E-06,1.76392050184676E-09,3.23076704597074E-05
243,62.5,80,270,-3.36640237107299E-05,-2.79149056483261E-06,-1.70593707964655E-08,3.37795678331187E-05
244,105,80,262.5,-3.34610841595987E-05,-1.33493873300452E-06,4.58695799834949E-06,3.38003905041827E-05
245,62.5,80,262.5,-3.29602056847774E-05,-2.80771111385355E-06,-5.37086107299876E-09,3.30795772241399E-05
246,20,80,137.5,-1.90467191414044E-05,1.33772838567054E-07,-4.59958843500205E-06,1.95946834369755E-05
247,62.5,80,20,-5.91521893469103E-06,-7.44466636765579E-07,6.99643470827579E-08,5.96229323569774E-06
248,105,80,137.5,-1.89979246348795E-05,3.45610257724628E-07,4.75151507162416E-06,1.9586155374618E-05
249,62.5,80,137.5,-1.91013661718228E-05,8.52953554777739E-07,5.52542024447752E-08,1.91204804443704E-05
250,105,80,307.5,-3.79599776259227E-05,-1.3912523730317E-06,4.45281795028513E-06,3.82455627782413E-05
